"","Mean_Temp_C","World_Clim_Temp_C","Ocean_Temp_C","Species"
"1",9.1,9.1,13.7718635424523,"Charadrius alexandrinus"
"2",4.7,4.7,9.61141070514227,"Fulica americana"
"3",5.6,5.6,10.8326326156549,"Charadrius semipalmatus"
"4",1.8,1.8,7.80900548896432,"Charadrius vociferus"
"5",9,9,12.7244091850315,"Chordeiles minor"
"6",3.3,3.3,12.0319233431273,"Ciconia nigra"
"7",24.7,24.7,26.7504101669234,"Circaetus cinereus"
"8",9.9,9.9,15.0485224119086,"Circaetus gallicus"
"9",5.8,5.8,11.9858088987772,"Circus aeruginosus"
"10",24.5,24.5,27.5175827984155,"Ciconia ciconia"
"11",0,0,6.42391536261771,"Circus cyaneus"
"12",21.5,21.5,24.8882947677644,"Circus macrourus"
"13",19.4,19.4,22.1370054593127,"Circus pygargus"
"14",21.7,21.7,27.1002812413463,"Clanga pomarina"
"15",-10.6,-10.6,1.70209656650311,"Clangula hyemalis"
"16",25.2,25.2,24.3479691892274,"Coccyzus americanus"
"17",8.2,8.2,11.3887357635869,"Coccyzus erythropthalmus"
"18",-0.3,-0.3,5.8385770006909,"Colaptes auratus"
"19",11.2,11.2,24.1142406024936,"Columba livia"
"20",16.8,16.8,19.8776587763134,"Colinus virginianus"
"21",20.9,20.9,25.4181199278766,"Columbina inca"
"22",15.2,15.2,28.3213561825473,"Columbina passerina"
"23",26.2,26.2,24.5193171973105,"Coragyps atratus"
"24",NA,NA,11.5712412458721,"Daption capense"
"25",2.1,2.1,8.28555731284449,"Dendragapus obscurus"
"26",6.1,6.1,10.5586710016516,"Cygnus olor"
"27",16.6,16.6,22.8016923034511,"Cypseloides niger"
"28",6.3,6.3,10.8154192909964,"Dryobates pubescens"
"29",26.3,26.3,24.5715948560515,"Egretta thula"
"30",NA,NA,26.2210261107238,"Egretta rufescens"
"31",27.2,27.2,27.7977248016207,"Elanus caeruleus"
"32",NA,NA,28.3573077800964,"Eudocimus albus"
"33",6.6,6.6,10.24504283168,"Oxyura jamaicensis"
"34",15.6976258576116,NA,15.6976258576116,"Eudyptula minor"
"35",NA,NA,9.13140831961835,"Falco columbarius"
"36",22.6,22.6,27.4431391393778,"Falco eleonorae"
"37",NA,NA,29.4352310496644,"Falco tinnunculus"
"38",28.5,28.5,24.9674061226524,"Falco vespertinus"
"39",-2.1,-2.1,4.69624954206993,"Falcipennis canadensis"
"40",21.5,21.5,23.6854007046113,"Falco berigora"
"41",9.5,9.5,14.3097970189481,"Falco mexicanus"
"42",NA,NA,25.7861474450381,"Falco naumanni"
"43",-5.2,-5.2,5.48140818234532,"Falco peregrinus"
"44",15.9463067648606,NA,15.9463067648606,"Fratercula cirrhata"
"45",21.6,21.6,23.5579957687635,"Falco rupicoloides"
"46",25.2,25.2,26.6376901983413,"Falco sparverius"
"47",1.7,1.7,11.4240732340165,"Falco subbuteo"
"48",-0.5,-0.5,6.24452032462523,"Gallinago gallinago"
"49",NA,NA,27.3481922431652,"Gallinula chloropus"
"50",12.8,12.8,16.4224889304086,"Gelochelidon nilotica"
"51",15.6,15.6,22.7708733250839,"Geococcyx californianus"
"52",5.30125754763981,-2.2,5.30125754763981,"Gavia arctica"
"53",5.01394150886593,-1.4,5.01394150886593,"Gavia immer"
"54",3.20541834797833,-8.2,3.20541834797833,"Gavia stellata"
"55",4.5,4.5,9.55481076789743,"Grus americana"
"56",NA,NA,26.628623867392,"Gygis alba"
"57",14.2,14.2,16.8385295567678,"Spinus pinus"
"58",11.1,11.1,12.3098105408209,"Gymnogyps californianus"
"59",23.2,23.2,23.8073430564519,"Haliastur sphenurus"
"60",NA,NA,17.9910045887002,"Hydrobates furcatus"
"61",NA,NA,16.0643040736976,"Hydrobates homochroa"
"62",NA,NA,27.6650539795207,"Hydrobates pelagicus"
"63",20.7,20.7,22.3470890323953,"Hydrobates tristrami"
"64",6.9,6.9,12.1069772539293,"Hylatomus pileatus"
"65",NA,NA,27.3188174367782,"Ictinia mississippiensis"
"66",24.1,24.1,28.3532785544301,"Lamprolaima rhami"
"67",NA,NA,23.5469415704823,"Ammospiza caudacuta"
"68",18.1,18.1,21.5049622157688,"Ammospiza maritima"
"69",9.1,9.1,13.5705359926117,"Ammodramus savannarum"
"70",16.1,16.1,24.9289662034471,"Amphispiza quinquestriata"
"71",15.5,15.5,27.5871465607665,"Aphelocoma ultramarina"
"72",13.7,13.7,16.9561946850212,"Baeolophus bicolor"
"73",17.7,17.7,26.162763035637,"Baeolophus wollweberi"
"74",0.5,0.5,6.07334548498826,"Mareca americana"
"75",20.4,20.4,23.3873406255444,"Bombycilla cedrorum"
"76",-5.4,-5.4,4.79915259993252,"Mareca penelope"
"77",-0.1,-0.1,5.7833081235323,"Calcarius pictus"
"78",9.8,9.8,13.525769356118,"Acanthis flammea"
"79",10.6,10.6,14.1645508852163,"Spinus tristis"
"80",6.8,6.8,12.7069635651765,"Haemorhous cassinii"
"81",-0.7,-0.7,6.53197247688876,"Haemorhous purpureus"
"82",19.4,19.4,23.4089497097233,"Corvus cryptoleucus"
"83",12.7,12.7,14.7629622649687,"Corvus brachyrhynchos"
"84",12.1,12.1,15.8935270523717,"Setophaga caerulescens"
"85",15.7,15.7,18.0003597990741,"Setophaga castanea"
"86",17.7,17.7,21.1595709183249,"Setophaga fusca"
"87",5.7,5.7,8.66192760765866,"Setophaga kirtlandii"
"88",0,0,6.66659216068084,"Setophaga magnolia"
"89",-1.6,-1.6,4.97783754915783,"Setophaga palmarum"
"90",15.5,15.5,17.9809737735218,"Setophaga pensylvanica"
"91",13,13,16.0487633653287,"Setophaga townsendi"
"92",-0.3,-0.3,6.16544788460764,"Setophaga tigrina"
"93",12.6,12.6,16.3926083783943,"Setophaga virens"
"94",-1,-1,5.45805379477397,"Empidonax flaviventris"
"95",6.2,6.2,11.6949009151509,"Empidonax oberholseri"
"96",2.7,2.7,14.3097970189481,"Gymnorhinus cyanocephalus"
"97",14.3,14.3,17.9375833530961,"Icterus spurius"
"98",NA,NA,10.5379966536663,"Larus argentatus"
"99",18.6,18.6,23.9420016168296,"Melozone fusca"
"100",26.9,26.9,28.7992450606778,"Larus atricilla"
"101",1.7,1.7,6.69996233008603,"Larus canus"
"102",9.8,9.8,12.7534829826694,"Larus californicus"
