"","Group","Species","dry_mass_g","Temp_C","Mortality_yr","Ref"
"471","Mammal","Sylvilagus floridanus",293.2,38,0.526,128
"472","Mammal","Sylvilagus floridanus",293.2,38,0.526,128
"473","Mammal","Sylvilagus floridanus",302.5,38,1.225,3
"474","Mammal","Syncerus caffer",117300,38,0.026,3
"475","Mammal","Syncerus caffer",145000,38,0.141,128
"476","Mammal","Syncerus caffer",145000,38,0.097,128
"477","Mammal","Syncerus caffer",145000,38,0.085,128
"478","Mammal","Talpa europaea",22.5,38,0.909,128
"479","Mammal","Talpa europaea",22.5,38,0.667,128
"480","Mammal","Tamias striatus",27.98,38,0.909,128
"481","Mammal","Tamiasciurus hudsonicus",47.5,38,0.437,3
"482","Mammal","Tapirus indicus",50000,38,0.084,128
"483","Mammal","Tapirus terrestris",51880,38,0.084,128
"484","Mammal","Tapirus terrestris",51880,38,0.072,128
"485","Mammal","Tarsipes rostratus",2.25,38,1.429,128
"486","Mammal","Tarsius bancanus",30,38,0.323,128
"487","Mammal","Taxidea taxus",1777,38,0.182,128
"488","Mammal","Taxidea taxus",1777,38,0.182,128
"489","Mammal","Taxidea taxus",1777,38,0.097,128
"490","Mammal","Tayassu pecari",8058,38,0.192,128
"491","Mammal","Tayassu pecari",8058,38,0.192,128
"492","Mammal","Tetracerus quadricornis",4750,38,0.256,128
"493","Mammal","Theropithecus gelada",4262,38,0.127,128
"494","Mammal","Thomomys talpoides",32.52,38,1.852,128
"495","Mammal","Thryonomys swinderianus",1015,38,0.617,128
"496","Mammal","Tragelaphus imberbis",20390,38,0.256,128
"497","Mammal","Tragelaphus imberbis",20390,38,0.169,128
"498","Mammal","Trichechus inunguis",1e+05,38,0.084,128
"499","Mammal","Trichechus manatus",62500,38,0.084,128
"500","Mammal","Trichosurus caninus",875,38,0.213,128
"501","Mammal","Trichosurus caninus",875,38,0.149,128
"502","Mammal","Trichosurus caninus",875,38,0.149,128
"503","Mammal","Trichosurus vulpecula",662.5,38,0.196,128
"504","Mammal","Trichosurus vulpecula",662.5,38,0.196,128
"505","Mammal","Tupaia glis",37.5,38,0.213,128
"506","Mammal","Tursiops truncatus",43750,38,0.101,128
"507","Mammal","Tursiops truncatus",43750,38,0.101,128
"508","Mammal","Tursiops truncatus",43750,38,0.101,128
"509","Mammal","Ursus arctos",34860,38,0.101,128
"510","Mammal","Ursus arctos",34860,38,0.084,128
"511","Mammal","Vicugna vicugna",11870,38,0.127,128
"512","Mammal","Vombatus ursinus",6500,38,0.526,128
"513","Mammal","Vombatus ursinus",6500,38,0.097,128
"514","Mammal","Vulpes cana",250,38,0.256,128
"515","Mammal","Vulpes chama",738.8,38,0.256,128
"516","Mammal","Vulpes pallida",700,38,0.256,128
"517","Mammal","Vulpes vulpes",1033,38,0.37,128
"518","Mammal","Vulpes vulpes",1033,38,0.213,128
"519","Mammal","Vulpes vulpes",1488,38,0.37,128
"520","Mammal","Vulpes vulpes",1488,38,0.213,128
"521","Mammal","Vulpes vulpes",1500,38,0.37,128
"522","Mammal","Vulpes vulpes",1500,38,0.213,128
"523","Mammal","Wallabia bicolor",3750,38,0.213,128
"524","Mammal","Wallabia bicolor",3750,38,0.169,128
"525","Mammal","Zalophus californianus",62500,38,0.149,128
"526","Bird","Accipiter cooperii",109.8,40,0.213,12
"527","Bird","Accipiter cooperii",132.3,40,0.244,12
"528","Bird","Accipiter cooperii",132.3,40,0.345,12
"529","Bird","Accipiter gentilis",256.1,40,0.133,12
"530","Bird","Accipiter gentilis",256.1,40,0.133,12
"531","Bird","Accipiter gentilis",256.1,40,0.196,12
"532","Bird","Accipiter gentilis",284.3,40,0.196,12
"533","Bird","Accipiter gentilis",284.3,40,0.199,12
"534","Bird","Accipiter nisus",50.5,40,0.201,3
"535","Bird","Accipiter nisus",59.38,40,0.169,12
"536","Bird","Accipiter nisus",59.38,40,0.164,12
"537","Bird","Accipiter striatus",43.5,40,0.262,12
"538","Bird","Acridotheres cristatellus",28.25,40,0.228,12
"539","Bird","Aechmophorus occidentalis",369.3,40,0.394,12
"540","Bird","Aechmophorus occidentalis",369.3,40,0.182,12
"541","Bird","Aegolius acadicus",20.71,40,0.35,12
"542","Bird","Aegolius acadicus",20.71,40,0.355,12
"543","Bird","Aegolius acadicus",20.71,40,0.37,12
"544","Bird","Aegolius funereus",33.5,40,0.233,12
"545","Bird","Aegolius funereus",33.5,40,0.794,12
"546","Bird","Aeronautes saxatalis",8.025,40,0.459,12
"547","Bird","Aethia cristatella",66,40,0.34,12
"548","Bird","Aethia pusilla",21,40,0.602,12
"549","Bird","Agelaius phoeniceus",15.9,40,0.161,12
"550","Bird","Peucaea aestivalis",4.913,40,0.909,12
"551","Bird","Amphispiza quinquestriata",4.763,40,0.667,12
"552","Bird","Aimophila ruficeps",4.675,40,0.847,12
"553","Bird","Aix sponsa",62,40,0.112,12
"554","Bird","Aix sponsa",62,40,0.144,12
"555","Bird","Alca torda",179.8,40,0.407,12
"556","Bird","Alca torda",179.8,40,0.42,12
"557","Bird","Ammodramus caudacutus",4.45,40,0.435,12
"558","Bird","Ammodramus caudacutus",5.175,40,0.256,12
"559","Bird","Ammodramus maritimus",5.575,40,0.286,12
"560","Bird","Ammodramus maritimus",5.813,40,0.289,12
"561","Bird","Ammodramus maritimus",6.05,40,0.286,12
"562","Bird","Ammodramus savannarum",4.25,40,0.877,12
"563","Bird","Amphispiza bilineata",3.375,40,0.435,12
"564","Bird","Anas acuta",258.8,40,0.119,12
"565","Bird","Anas acuta",258.8,40,0.123,12
"566","Bird","Mareca americana",179.8,40,0.119,12
"567","Bird","Mareca americana",198,40,0.286,12
"568","Bird","Spatula clypeata",159,40,0.153,12
"569","Bird","Anas crecca",79.5,40,0.123,12
"570","Bird","Anas crecca",91,40,0.125,12
"571","Bird","Spatula cyanoptera",102,40,0.198,12
"572","Bird","Spatula discors",90.75,40,0.113,12
"573","Bird","Spatula discors",102.3,40,0.146,12
"574","Bird","Anas fulvigula",242,40,0.196,12
"575","Bird","Anas fulvigula",257.5,40,0.19,12
"576","Bird","Anas laysanensis",106.8,40,0.216,12
"577","Bird","Mareca penelope",204.8,40,0.299,12
"578","Bird","Anas platyrhynchos",270.5,40,0.087,12
"579","Bird","Anas platyrhynchos",270.5,40,0.108,12
"580","Bird","Anas platyrhynchos",270.5,40,0.123,12
"581","Bird","Anas rubripes",350,40,0.096,12
"582","Bird","Mareca strepera",247.5,40,0.13,12
"583","Bird","Mareca strepera",247.5,40,0.143,12
"584","Bird","Anhinga anhinga",308.8,40,0.215,12
"585","Bird","Anous minutus",29.75,40,0.116,12
"586","Bird","Anous stolidus",49.5,40,0.101,12
"587","Bird","Anous tenuirostris",27.75,40,0.158,12
"588","Bird","Anser albifrons",614,40,0.113,12
"589","Bird","Anser albifrons",614,40,0.125,12
"590","Bird","Anser albifrons",675.8,40,0.113,12
"591","Bird","Anser brachyrhynchus",661.3,40,0.115,12
"592","Bird","Anser caerulescens",657.6,40,0.095,12
"593","Bird","Anser caerulescens",657.6,40,0.103,12
"594","Bird","Anser caerulescens",657.6,40,0.13,12
"595","Bird","Anser canagicus",685.8,40,0.286,12
"596","Bird","Anser canagicus",685.8,40,0.413,12
"597","Bird","Anser rossii",419.8,40,0.118,12
"598","Bird","Anser rossii",419.8,40,0.129,12
"599","Bird","Anthus rubescens",5.213,40,0.515,12
"600","Bird","Anthus spinoletta",5.975,40,0.515,12
"601","Bird","Aphelocoma coerulescens",20.05,40,0.161,12
"602","Bird","Aphelocoma ultramarina",31,40,0.133,12
"603","Bird","Aphelocoma ultramarina",31,40,0.144,12
"604","Bird","Aphelocoma ultramarina",31,40,0.237,12
"605","Bird","Aquila audax",875,40,0.442,12
"606","Bird","Aquila chrysaetos",869.3,40,0.148,12
"607","Bird","Aquila chrysaetos",1049,40,0.066,12
"608","Bird","Aquila chrysaetos",1049,40,0.098,12
"609","Bird","Aquila chrysaetos",1049,40,0.246,12
"610","Bird","Clanga pomarina",342.5,40,0.097,12
"611","Bird","Hieraaetus wahlbergi",160,40,0.216,12
"612","Bird","Archilochus colubris",0.7875,40,0.286,12
"613","Bird","Archilochus colubris",0.825,40,0.413,12
"614","Bird","Ardea herodias",597.5,40,0.108,12
"615","Bird","Arenaria interpres",28.75,40,0.178,12
"616","Bird","Asio flammeus",86.63,40,0.198,12
"617","Bird","Asio otus",65.5,40,0.091,12
"618","Bird","Athene cunicularia",38.75,40,0.296,12
"619","Bird","Auriparus flaviceps",1.7,40,0.467,12
"620","Bird","Aythya affinis",212.5,40,0.139,12
"621","Bird","Aythya americana",205.3,40,0.118,12
"622","Bird","Aythya collaris",182.5,40,0.124,12
"623","Bird","Aythya collaris",182.5,40,0.157,12
"624","Bird","Aythya marila",233,40,0.139,12
"625","Bird","Aythya valisineria",185.8,40,0.113,12
"626","Bird","Bartramia longicauda",37.63,40,0.505,12
"627","Bird","Bombycilla cedrorum",7.963,40,0.37,12
"628","Bird","Bombycilla garrulus",14.1,40,0.45,12
"629","Bird","Bonasa umbellus",133,40,0.303,12
"630","Bird","Bonasa umbellus",144.1,40,0.34,12
"631","Bird","Botaurus lentiginosus",176.5,40,0.311,12
"632","Bird","Botaurus lentiginosus",176.5,40,0.323,12
"633","Bird","Branta bernicla",325,40,0.153,12
"634","Bird","Branta bernicla",307.5,40,0.117,12
"635","Bird","Branta bernicla",342.5,40,0.098,12
"636","Bird","Branta canadensis",828.5,40,0.108,12
"637","Bird","Branta canadensis",953.5,40,0.104,12
"638","Bird","Bubo virginianus",385.8,40,0.123,12
"639","Bird","Bubo virginianus",385.8,40,0.147,12
"640","Bird","Bubulcus ibis",84.5,40,0.11,12
"641","Bird","Bubulcus ibis",84.5,40,0.149,12
"642","Bird","Bucephala albeola",83.5,40,0.222,12
"643","Bird","Bucephala albeola",118.3,40,0.171,12
"644","Bird","Bucephala albeola",118.3,40,0.204,12
"645","Bird","Bucephala clangula",200,40,0.213,12
"646","Bird","Bucephala clangula",225,40,0.178,12
"647","Bird","Bucephala clangula",250,40,0.233,12
"648","Bird","Bucephala islandica",272.5,40,0.166,12
"649","Bird","Bulweria bulwerii",24.75,40,0.115,12
"650","Bird","Butastur indicus",99.25,40,0.303,12
"651","Bird","Buteo buteo",218.8,40,0.101,12
"652","Bird","Buteo buteo",218.8,40,0.1,12
"653","Bird","Buteo jamaicensis",281.5,40,0.118,12
"654","Bird","Buteo jamaicensis",281.5,40,0.118,12
"655","Bird","Buteo jamaicensis",281.5,40,0.128,12
"656","Bird","Buteo lagopus",239,40,0.141,12
"657","Bird","Buteo lagopus",239,40,0.235,12
"658","Bird","Buteo lagopus",266.3,40,0.142,12
"659","Bird","Buteo lineatus",139.8,40,0.127,12
"660","Bird","Buteo lineatus",139.8,40,0.127,12
"661","Bird","Buteo regalis",286.3,40,0.127,12
"662","Bird","Buteo regalis",286.3,40,0.16,12
"663","Bird","Buteo swainsoni",247.1,40,0.159,12
"664","Bird","Buteo swainsoni",247.1,40,0.16,12
"665","Bird","Buteogallus anthracinus",249,40,0.189,12
"666","Bird","Butorides striata",53,40,0.327,12
"667","Bird","Calamospiza melanocorys",9.4,40,0.667,12
"668","Bird","Calcarius lapponicus",6.825,40,0.526,12
"669","Bird","Calcarius pictus",0.625,40,0.526,12
"670","Bird","Calcarius pictus",6.075,40,0.667,12
"671","Bird","Calidris alba",14.25,40,0.195,12
"672","Bird","Calidris alba",14.25,40,0.495,12
"673","Bird","Calidris alpina",23,40,0.206,12
"674","Bird","Calidris alpina",23,40,0.276,12
"675","Bird","Calidris canutus",34.25,40,0.251,12
"676","Bird","Calidris canutus",34.25,40,0.42,12
"677","Bird","Calidris fuscicollis",8.675,40,0.37,12
"678","Bird","Calidris mauri",5.825,40,0.279,12
"679","Bird","Calidris melanotos",20.35,40,0.442,12
"680","Bird","Calidris minutilla",5.8,40,0.159,12
"681","Bird","Calidris minutilla",5.8,40,0.159,12
"682","Bird","Calidris minutilla",5.8,40,0.226,12
"683","Bird","Calidris ptilocnemis",19.91,40,0.355,12
"684","Bird","Calidris pusilla",7.825,40,0.213,12
"685","Bird","Callipepla californica",43.25,40,0.376,12
"686","Bird","Callipepla gambelii",42.5,40,0.35,12
"687","Bird","Calothorax lucifer",0.825,40,0.667,12
"688","Bird","Calypte anna",1,40,0.435,12
"689","Bird","Calypte anna",1.05,40,0.413,12
"690","Bird","Camptostoma imberbe",1.85,40,0.549,12
"691","Bird","Campylorhynchus brunneicapillus",9.725,40,0.413,12
"692","Bird","Antrostomus vociferus",13.24,40,0.667,12
"693","Bird","Cardellina rubrifrons",2.45,40,0.909,12
"694","Bird","Cardinalis cardinalis",10.98,40,0.161,12
"695","Bird","Cardinalis sinuatus",9.175,40,0.45,12
"696","Bird","Acanthis flammea",3.25,40,0.45,12
"697","Bird","Carduelis hornemanni",3.175,40,0.575,12
"698","Bird","Spinus pinus",3.65,40,0.273,12
"699","Bird","Spinus psaltria",2.375,40,0.459,12
"700","Bird","Spinus tristis",3.225,40,0.233,12
"701","Bird","Spinus tristis",3.225,40,0.276,12
"702","Bird","Haemorhous cassinii",6.625,40,0.37,12
"703","Bird","Haemorhous mexicanus",5.35,40,0.22,12
"704","Bird","Haemorhous mexicanus",5.35,40,2.941,12
"705","Bird","Haemorhous purpureus",6.225,40,0.216,12
"706","Bird","Cathartes aura",3668,40,0.151,12
"707","Bird","Catharus fuscescens",7.8,40,0.254,12
"708","Bird","Catharus guttatus",7.75,40,0.296,12
"709","Bird","Catharus minimus",8.2,40,0.355,12
"710","Bird","Catharus ustulatus",7.7,40,0.254,12
"711","Bird","Tringa semipalmata",53.75,40,0.289,12
"712","Bird","Cepphus columba",121.8,40,0.182,12
"713","Bird","Cepphus columba",121.8,40,0.216,12
"714","Bird","Cepphus columba",121.8,40,0.276,12
"715","Bird","Cepphus grylle",101.3,40,0.211,12
"716","Bird","Cerorhinca monocerata",130,40,0.35,12
"717","Bird","Cerorhinca monocerata",130,40,0.42,12
"718","Bird","Certhia familiaris",2.25,40,0.575,12
"719","Bird","Chaetura vauxi",4.275,40,0.515,12
"720","Bird","Chaetura pelagica",5.9,40,0.182,12
"721","Bird","Charadrius alexandrinus",10.35,40,0.169,12
"722","Bird","Charadrius alexandrinus",10.35,40,0.233,12
"723","Bird","Charadrius alexandrinus",10.35,40,0.37,12
"724","Bird","Charadrius melodus",13.8,40,0.182,12
"725","Bird","Charadrius melodus",13.8,40,0.233,12
"726","Bird","Charadrius semipalmatus",11.69,40,0.314,12
"727","Bird","Charadrius vociferus",24.14,40,0.235,12
"728","Bird","Chlidonias niger",16.33,40,0.147,12
"729","Bird","Chlidonias niger",16.33,40,0.307,12
"730","Bird","Chondestes grammacus",7.25,40,0.331,12
"731","Bird","Chordeiles minor",15.38,40,0.286,12
"732","Bird","Ciconia ciconia",868.3,40,0.076,12
"733","Bird","Ciconia nigra",750,40,0.141,12
"734","Bird","Cinclus mexicanus",15.25,40,0.515,12
"735","Bird","Circaetus cinereus",512,40,0.382,12
"736","Bird","Circaetus gallicus",425.8,40,0.147,12
"737","Bird","Circaetus gallicus",425.8,40,0.149,12
"738","Bird","Circus aeruginosus",156.9,40,0.152,12
"739","Bird","Circus aeruginosus",156.9,40,0.155,12
"740","Bird","Circus aeruginosus",156.9,40,0.139,12
"741","Bird","Circus cyaneus",108.9,40,0.155,12
"742","Bird","Circus cyaneus",108.9,40,0.159,12
"743","Bird","Circus macrourus",97.13,40,0.189,12
"744","Bird","Circus pygargus",78.88,40,0.156,12
"745","Bird","Circus pygargus",78.88,40,0.159,12
"746","Bird","Clangula hyemalis",203.5,40,0.163,12
"747","Bird","Clangula hyemalis",233,40,0.166,12
"748","Bird","Coccyzus americanus",16,40,0.526,12
"749","Bird","Coccyzus erythropthalmus",12.78,40,0.526,12
"750","Bird","Colaptes auratus",33,40,0.204,12
"751","Bird","Colaptes auratus",33,40,0.279,12
"752","Bird","Colaptes auratus",33,40,0.34,12
"753","Bird","Colaptes auratus",33,40,0.388,12
"754","Bird","Colinus virginianus",44.5,40,0.407,12
"755","Bird","Patagioenas fasciata",85.63,40,0.137,12
"756","Bird","Patagioenas fasciata",85.63,40,0.164,12
"757","Bird","Patagioenas leucocephala",61.75,40,0.177,12
"758","Bird","Patagioenas leucocephala",61.75,40,0.209,12
"759","Bird","Patagioenas leucocephala",61.75,40,0.311,12
"760","Bird","Columba livia",88.63,40,0.435,12
"761","Bird","Columbina inca",11.88,40,0.331,12
"762","Bird","Columbina passerina",7.525,40,0.36,12
"763","Bird","Columbina passerina",7.525,40,0.427,12
"764","Bird","Contopus cooperi",8.025,40,0.365,12
"765","Bird","Contopus cooperi",8.025,40,0.442,12
"766","Bird","Contopus sordidulus",3.2,40,0.427,12
"767","Bird","Contopus virens",3.525,40,0.365,12
"768","Bird","Coragyps atratus",520.1,40,0.099,12
"769","Bird","Corvus brachyrhynchos",112,40,0.174,12
"770","Bird","Corvus brachyrhynchos",112,40,0.185,12
"771","Bird","Corvus caurinus",97.88,40,0.199,12
"772","Bird","Corvus corax",299.8,40,0.192,12
"773","Bird","Corvus cryptoleucus",133.5,40,0.204,12
"774","Bird","Corvus ossifragus",71.25,40,0.175,12
"775","Bird","Cyanocitta cristata",21.7,40,0.139,12
"776","Bird","Cyanocitta cristata",21.7,40,0.156,12
"777","Bird","Cyanocitta stelleri",32,40,0.158,12
"778","Bird","Cyanocitta stelleri",32,40,0.233,12
"779","Bird","Cyanocorax yncas",19.63,40,0.239,12
"780","Bird","Cygnus buccinator",2713,40,0.105,12
"781","Bird","Cygnus buccinator",2850,40,0.106,12
"782","Bird","Cygnus columbianus",1550,40,0.129,12
"783","Bird","Cygnus columbianus",1425,40,0.009,3
"784","Bird","Cygnus columbianus",1550,40,0.157,12
"785","Bird","Cygnus columbianus",1600,40,0.036,3
"786","Bird","Cygnus columbianus",1663,40,0.12,12
"787","Bird","Cygnus olor",2418,40,0.192,12
"788","Bird","Cygnus olor",2684,40,0.12,12
"789","Bird","Cygnus olor",2950,40,0.094,12
"790","Bird","Cypseloides niger",11.4,40,0.435,12
"791","Bird","Daption capense",107,40,0.127,12
"792","Bird","Falcipennis canadensis",114,40,0.495,12
"793","Bird","Falcipennis canadensis",123,40,0.196,12
"794","Bird","Dendragapus obscurus",222.8,40,0.233,12
"795","Bird","Dendragapus obscurus",297,40,0.235,12
"796","Bird","Dendragapus obscurus",299.5,40,0.182,12
"797","Bird","Dendrocygna autumnalis",212.3,40,0.314,12
"798","Bird","Dendrocygna bicolor",177.5,40,0.4,12
"799","Bird","Setophaga caerulescens",2.45,40,0.323,12
"800","Bird","Setophaga caerulescens",2.538,40,0.265,12
"801","Bird","Setophaga castanea",3.138,40,0.794,12
"802","Bird","Setophaga coronata",3.025,40,0.394,12
"803","Bird","Setophaga coronata",3.138,40,0.376,12
"804","Bird","Setophaga discolor",2,40,0.249,12
"805","Bird","Setophaga flavescens",2.35,40,0.515,12
"806","Bird","Setophaga fusca",2.5,40,0.314,12
"807","Bird","Setophaga kirtlandii",3.425,40,0.286,12
"808","Bird","Setophaga kirtlandii",3.45,40,0.323,12
"809","Bird","Setophaga magnolia",2.175,40,0.376,12
"810","Bird","Setophaga palmarum",2.575,40,0.45,12
"811","Bird","Setophaga palmarum",2.575,40,0.394,12
"812","Bird","Setophaga pensylvanica",2.4,40,0.376,12
"813","Bird","Setophaga petechia",2.45,40,0.289,12
"814","Bird","Setophaga pinus",2.975,40,0.382,12
"815","Bird","Setophaga striata",3.25,40,0.617,12
"816","Bird","Setophaga striata",3.25,40,0.794,12
"817","Bird","Setophaga tigrina",2.75,40,0.617,12
"818","Bird","Setophaga townsendi",2.213,40,0.746,12
"819","Bird","Setophaga virens",2.2,40,0.442,12
"820","Bird","Diomedea amsterdamensis",1568,40,0.063,12
"821","Bird","Thalassarche chlororhynchos",615,40,0.068,12
"822","Bird","Thalassarche chrysostoma",876.9,40,0.084,12
"823","Bird","Diomedea epomophora",2050,40,0.043,12
"824","Bird","Diomedea exulans",1913,40,0.063,12
"825","Bird","Phoebastria immutabilis",766.6,40,0.047,12
"826","Bird","Phoebastria immutabilis",766.6,40,0.067,12
"827","Bird","Phoebastria irrorata",848.8,40,0.063,12
"828","Bird","Thalassarche melanophris",891,40,0.074,12
"829","Bird","Phoebastria nigripes",787,40,0.091,12
"830","Bird","Phoebastria nigripes",787,40,0.093,12
"831","Bird","Diomedea exulans",1913,40,0.02,3
"832","Bird","Dolichonyx oryzivorus",10.51,40,0.286,12
"833","Bird","Dolichonyx oryzivorus",10.51,40,0.318,12
"834","Bird","Hylatomus pileatus",66.5,40,0.259,12
"835","Bird","Hylatomus pileatus",71.75,40,0.259,12
"836","Bird","Hylatomus pileatus",71.75,40,0.286,12
"837","Bird","Dumetella carolinensis",9.225,40,0.235,12
"838","Bird","Egretta caerulea",84.88,40,0.183,12
"839","Bird","Egretta rufescens",112.5,40,0.207,12
"840","Bird","Egretta thula",92.75,40,0.144,12
"841","Bird","Egretta thula",92.75,40,0.226,12
"842","Bird","Elanus caeruleus",83.25,40,0.435,12
"843","Bird","Empidonax difficilis",2.5,40,0.435,12
"844","Bird","Empidonax flaviventris",2.9,40,0.685,12
"845","Bird","Empidonax fulvifrons",1.975,40,1.429,12
"846","Bird","Empidonax minimus",2.575,40,0.323,12
"847","Bird","Empidonax minimus",2.575,40,0.442,12
"848","Bird","Empidonax oberholseri",2.6,40,0.286,12
"849","Bird","Empidonax oberholseri",2.6,40,0.314,12
"850","Bird","Empidonax oberholseri",2.6,40,0.323,12
"851","Bird","Empidonax oberholseri",2.6,40,0.435,12
"852","Bird","Empidonax traillii",3.35,40,0.37,12
"853","Bird","Empidonax virescens",3.225,40,0.235,12
"854","Bird","Eremophila alpestris",7.838,40,0.323,12
"855","Bird","Eremophila alpestris",7.838,40,0.327,12
"856","Bird","Eremophila alpestris",7.975,40,0.365,12
"857","Bird","Eudocimus albus",225,40,0.156,12
"858","Bird","Eudyptula minor",276.3,40,0.195,3
"859","Bird","Euphagus carolinus",14.94,40,0.292,12
"860","Bird","Euphagus cyanocephalus",15.66,40,0.233,12
"861","Bird","Falco berigora",137.4,40,0.244,12
"862","Bird","Falco columbarius",47.63,40,0.331,12
"863","Bird","Falco eleonorae",97.5,40,0.435,12
"864","Bird","Falco mexicanus",138.5,40,0.282,12
"865","Bird","Falco mexicanus",215.8,40,0.242,12
"866","Bird","Falco naumanni",38.13,40,0.42,12
"867","Bird","Falco peregrinus",195.4,40,0.207,12
"868","Bird","Falco rupicoloides",65,40,0.4,12
"869","Bird","Falco sparverius",30,40,0.22,12
"870","Bird","Falco subbuteo",63.25,40,0.244,12
"871","Bird","Falco subbuteo",60,40,0.237,12
"872","Bird","Falco tinnunculus",50.38,40,0.159,12
"873","Bird","Falco vespertinus",41.38,40,0.207,12
"874","Bird","Ficedula hypoleuca",3,40,0.748,3
"875","Bird","Ficedula hypoleuca",3,40,0.656,3
"876","Bird","Fratercula arctica",95.25,40,0.127,12
"877","Bird","Fratercula arctica",95.25,40,0.193,12
"878","Bird","Fratercula cirrhata",194.8,40,0.435,12
"879","Bird","Fregata ariel",188.5,40,0.149,12
"880","Bird","Fregata ariel",201.5,40,0.108,12
"881","Bird","Fregata minor",263.8,40,0.074,12
"882","Bird","Fregata minor",295.8,40,0.084,12
"883","Bird","Fulica americana",140,40,0.113,12
"884","Bird","Fulica americana",160.5,40,0.13,12
"885","Bird","Fulmarus glacialis",136,40,0.052,12
"886","Bird","Fulmarus glacialis",136,40,0.355,12
"887","Bird","Gallinago gallinago",30.5,40,0.276,12
"888","Bird","Gallinula chloropus",75.63,40,0.244,12
"889","Bird","Gavia arctica",838.8,40,0.09,12
"890","Bird","Gavia immer",1034,40,0.127,12
"891","Bird","Gavia immer",1034,40,0.331,12
"892","Bird","Gavia stellata",387.8,40,0.11,12
"893","Bird","Geococcyx californianus",94,40,0.704,12
"894","Bird","Geothlypis trichas",2.475,40,0.259,12
"895","Bird","Grus americana",1457,40,0.084,12
"896","Bird","Grus americana",1457,40,0.355,12
"897","Bird","Antigone canadensis",791.5,40,0.118,12
"898","Bird","Antigone canadensis",791.5,40,0.131,12
"899","Bird","Antigone canadensis",791.5,40,0.139,12
"900","Bird","Passerina caerulea",7.325,40,0.442,12
"901","Bird","Gygis alba",27.75,40,0.142,12
"902","Bird","Gymnogyps californianus",2526,40,0.056,12
"903","Bird","Gymnorhinus cyanocephalus",25.75,40,0.233,12
"904","Bird","Gymnorhinus cyanocephalus",25.75,40,0.292,12
"905","Bird","Gyps coprotheres",2044,40,0.227,12
"906","Bird","Haematopus bachmani",162,40,0.159,12
"907","Bird","Haematopus bachmani",162,40,0.42,12
"908","Bird","Haematopus ostralegus",131.5,40,0.07,12
"909","Bird","Haematopus palliatus",158,40,0.149,12
"910","Bird","Haematopus palliatus",158,40,0.182,12
"911","Bird","Haliaeetus albicilla",1198,40,0.12,12
"912","Bird","Haliaeetus leucocephalus",1185,40,0.246,12
"913","Bird","Haliastur sphenurus",200,40,0.235,12
"914","Bird","Helmitheros vermivorum",3.25,40,0.365,12
"915","Bird","Hieraaetus morphnoides",209.8,40,0.249,12
"916","Bird","Himantopus mexicanus",41.5,40,0.505,12
"917","Bird","Himatione sanguinea",6.275,40,0.407,12
"918","Bird","Petrochelidon fulva",5.1,40,0.276,12
"919","Bird","Petrochelidon fulva",5.1,40,0.549,12
"920","Bird","Petrochelidon pyrrhonota",5.4,40,0.233,12
"921","Bird","Petrochelidon pyrrhonota",5.4,40,0.256,12
"922","Bird","Petrochelidon pyrrhonota",5.4,40,0.286,12
"923","Bird","Hirundo rustica",3.95,40,0.318,12
"924","Bird","Hydrobates pelagicus",6.3,40,0.127,12
"925","Bird","Icteria virens",6.325,40,0.289,12
"926","Bird","Icterus cucullatus",6.075,40,0.435,12
"927","Bird","Icterus galbula",8.4,40,0.394,12
"928","Bird","Icterus galbula",8.575,40,0.22,12
"929","Bird","Icterus parisorum",9.35,40,0.407,12
"930","Bird","Icterus pectoralis",11.13,40,0.22,12
"931","Bird","Icterus spurius",4.9,40,0.267,12
"932","Bird","Icterus spurius",4.9,40,0.276,12
"933","Bird","Ictinia mississippiensis",69.5,40,0.323,12
"934","Bird","Junco hyemalis",4.9,40,0.237,12
"935","Bird","Junco hyemalis",4.9,40,0.239,12
"936","Bird","Junco hyemalis",4.9,40,0.262,12
"937","Bird","Junco hyemalis",4.9,40,0.394,12
"938","Bird","Junco phaeonotus",5.1,40,0.394,12
"939","Bird","Lagopus leucura",87.75,40,0.213,12
"940","Bird","Lagopus leucura",89.75,40,0.169,12
"941","Bird","Lamprolaima rhami",1.525,40,0.323,12
"942","Bird","Lanius excubitor",16.4,40,0.82,12
"943","Bird","Lanius ludovicianus",11.85,40,0.204,12
"944","Bird","Lanius ludovicianus",11.85,40,0.427,12
"945","Bird","Larus argentatus",283.8,40,0.084,12
"946","Bird","Larus argentatus",283.8,40,0.09,12
"947","Bird","Larus argentatus",283.8,40,0.092,12
"948","Bird","Larus argentatus",283.8,40,0.133,12
"949","Bird","Larus atricilla",81.25,40,0.168,12
"950","Bird","Larus californicus",151.6,40,0.192,12
"951","Bird","Larus canus",100.9,40,0.139,12
"952","Bird","Larus canus",101,40,0.098,3
"953","Bird","Larus delawarensis",129.6,40,0.079,12
"954","Bird","Larus delawarensis",129.6,40,0.101,12
"955","Bird","Larus glaucescens",252.5,40,0.079,12
"956","Bird","Larus glaucescens",252.5,40,0.111,12
"957","Bird","Larus glaucescens",252.5,40,0.114,12
"958","Bird","Larus marinus",414.6,40,0.108,12
"959","Bird","Larus occidentalis",252.8,40,0.091,12
"960","Bird","Larus occidentalis",252.8,40,0.101,12
"961","Bird","Larus pipixcan",70,40,0.273,12
"962","Bird","Larus pipixcan",70,40,0.286,12
