original.publication.short,setting,ecosystem.type,dimensionality,arena.size,experimental.duration.seconds,temperature.degree.celcius,predator.species,predator.met.group,predator.ana.group,consumption.type,predation.strategy,predator.mass.mg,prey.species,prey.mass.mg,attack.rate,handling.time,Starvation.Y.N,Starvation.time.seconds,original.publication.full,from.meta.study
Moss.2007.JFishBiol,lab,marine,3D,0.05,600,11,Oncorhynchus keta,ectovert,vertebrate,carnivore,predator,46970.8,Americamysis bahia,0.734494,0.0000233740243902439,7.1033694361555,Y,172800,"Moss, J.H. & Beauchamp, D.A. (2007): Functional response of juvenile pink and chum salmon: effects of consumer size and two types of zooplankton prey; Journal of Fish Biology 70; 610-622",Rall.2012.Phil.Trans.R.Soc.B
Moss.2007.JFishBiol,lab,marine,3D,0.05,600,11,Oncorhynchus gorbuscha,ectovert,vertebrate,carnivore,predator,43459.2,Tisbi sp.,0.000229882,0.000000784314117647059,652508.352111246,Y,172800,"Moss, J.H. & Beauchamp, D.A. (2007): Functional response of juvenile pink and chum salmon: effects of consumer size and two types of zooplankton prey; Journal of Fish Biology 70; 610-622",Rall.2012.Phil.Trans.R.Soc.B
Moss.2007.JFishBiol,lab,marine,3D,0.05,600,11.25,Oncorhynchus gorbuscha,ectovert,vertebrate,carnivore,predator,3809.72,Tisbi sp.,0.000269563,0.0000019858170212766,79493.6846765317,Y,172800,"Moss, J.H. & Beauchamp, D.A. (2007): Functional response of juvenile pink and chum salmon: effects of consumer size and two types of zooplankton prey; Journal of Fish Biology 70; 610-622",Rall.2012.Phil.Trans.R.Soc.B
Moss.2007.JFishBiol,lab,marine,3D,0.05,600,11,Oncorhynchus keta,ectovert,vertebrate,carnivore,predator,48559.2,Tisbi sp.,0.000229882,0.0000032646030927835,68685.1601885498,Y,172800,"Moss, J.H. & Beauchamp, D.A. (2007): Functional response of juvenile pink and chum salmon: effects of consumer size and two types of zooplankton prey; Journal of Fish Biology 70; 610-622",Rall.2012.Phil.Trans.R.Soc.B
Munyaneza.1997.BiolControl,field,terrestrial,2D,1.1666666667,86400,18,Coleomegilla maculata,invert,invertebrate,carnivore,predator,9.93,Leptinotarsa decemlineata,0.628,0.000000555555555555556,11143.9337105332,Y,86400,"Munyaneza, J. & Obrycki, J.J. (1997): Functional response of Coleomegilla maculata (Coleoptera: Coccinelidae) to Colorado potato beetle eggs (Coleoptera: Chrysolmelidae); Biological Control 8; 215-224",Rall.2012.Phil.Trans.R.Soc.B
Munyaneza.1997.BiolControl,lab,terrestrial,2D,0.006361725,86400,26,Coleomegilla maculata,invert,invertebrate,carnivore,predator,9.93,Leptinotarsa decemlineata,0.628,0.000000144905970421764,7165.61226115366,Y,86400,"Munyaneza, J. & Obrycki, J.J. (1997): Functional response of Coleomegilla maculata (Coleoptera: Coccinelidae) to Colorado potato beetle eggs (Coleoptera: Chrysolmelidae); Biological Control 8; 215-224",Rall.2012.Phil.Trans.R.Soc.B
Munyaneza.1997.BiolControl,greenhouse,terrestrial,2D,0.5,86400,24,Coleomegilla maculata,invert,invertebrate,carnivore,predator,9.93,Leptinotarsa decemlineata,0.628,0.00000638889927722138,6214.00213030907,Y,86400,"Munyaneza, J. & Obrycki, J.J. (1997): Functional response of Coleomegilla maculata (Coleoptera: Coccinelidae) to Colorado potato beetle eggs (Coleoptera: Chrysolmelidae); Biological Control 8; 215-224",Rall.2012.Phil.Trans.R.Soc.B
Munyaneza.1997.BiolControl,field,terrestrial,2D,1.1666666667,86400,23.5,Coleomegilla maculata,invert,invertebrate,carnivore,predator,9.93,Leptinotarsa decemlineata,0.628,0.00000138889245166639,13368.1175316338,Y,86400,"Munyaneza, J. & Obrycki, J.J. (1997): Functional response of Coleomegilla maculata (Coleoptera: Coccinelidae) to Colorado potato beetle eggs (Coleoptera: Chrysolmelidae); Biological Control 8; 215-224",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.0105848,Mononychellus tanajoa,0.000637,0.00000000259166859853416,2700451.22703697,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.01756,Mononychellus tanajoa,0.000637,0.00000000334000930178478,273249.386476568,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.01756,Mononychellus tanajoa,0.001013,0.00000000241833393512389,1259751.96038191,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.0105848,Mononychellus tanajoa,0.007035,0.000000000396664889602792,1240554.1031665,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.0105848,Mononychellus tanajoa,0.001013,0.00000000116833061695837,3460052.54463475,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Nwilene.1996.ExpApplAcarol,lab,terrestrial,2D,0.0006,345600,26,Iphiseius degenerans,invert,invertebrate,carnivore,predator,0.01756,Mononychellus tanajoa,0.007035,0.00000000102166619048666,509629.647115589,N,0,"Nwilene, F.E. & Nachman, G. (1996): Functional responses of Iphiseius degenerans and Neoseiulus teke (Acari: Phytoseiidae) to changes in the density of the cassava green mite, Mononychellus tanajoa (Acari: Tetranychidae); Experimental & Applied Acarology 20; 259-271",Rall.2012.Phil.Trans.R.Soc.B
Parajulee.2006.EnvironEntomol,lab,terrestrial,2D,0.0015,43200,29,Chrysopa oculata,invert,invertebrate,carnivore,predator,28.2214,Helicoverpa zea,0.0253649,0.000000091666649875172,43330.7385540368,Y,86400,"Parajulee, M.N., Shrestha, R.B., Leser, J.F., Wester, D.B. &  Blanco, C.A. (2006): Evaluation of the functional response of selected arthropod predators on bollworm eggs in the laboratory and effect of temperature on their predation efficiency;  Environmental Entomology 35; 379-386",Rall.2012.Phil.Trans.R.Soc.B
Parajulee.2006.EnvironEntomol,lab,terrestrial,2D,0.0015,43200,29,Collops quadrimaculatus,invert,invertebrate,carnivore,predator,8.23728,Helicoverpa zea,0.0253649,0.0000000864169671966608,31579.0579722433,Y,86400,"Parajulee, M.N., Shrestha, R.B., Leser, J.F., Wester, D.B. &  Blanco, C.A. (2006): Evaluation of the functional response of selected arthropod predators on bollworm eggs in the laboratory and effect of temperature on their predation efficiency;  Environmental Entomology 35; 379-386",Rall.2012.Phil.Trans.R.Soc.B
Parajulee.2006.EnvironEntomol,lab,terrestrial,2D,0.0015,43200,29,Geocoris punctipes,invert,invertebrate,carnivore,predator,6.52691,Helicoverpa zea,0.0253649,0.000000204000080610671,43273.9500912879,Y,86400,"Parajulee, M.N., Shrestha, R.B., Leser, J.F., Wester, D.B. &  Blanco, C.A. (2006): Evaluation of the functional response of selected arthropod predators on bollworm eggs in the laboratory and effect of temperature on their predation efficiency;  Environmental Entomology 35; 379-386",Rall.2012.Phil.Trans.R.Soc.B
Parajulee.2006.EnvironEntomol,lab,terrestrial,2D,0.0015,21600,29,Hippodamia convergens,invert,invertebrate,carnivore,predator,4.59071,Helicoverpa zea,0.0253649,0.0000000316250210019185,48709.8198301747,Y,86400,"Parajulee, M.N., Shrestha, R.B., Leser, J.F., Wester, D.B. &  Blanco, C.A. (2006): Evaluation of the functional response of selected arthropod predators on bollworm eggs in the laboratory and effect of temperature on their predation efficiency;  Environmental Entomology 35; 379-386",Rall.2012.Phil.Trans.R.Soc.B
Parajulee.2006.EnvironEntomol,lab,terrestrial,2D,0.0015,21600,29,Hippodamia convergens,invert,invertebrate,carnivore,predator,10.5738,Helicoverpa zea,0.0253649,0.000000121541684606257,17031.4449716683,Y,86400,"Parajulee, M.N., Shrestha, R.B., Leser, J.F., Wester, D.B. &  Blanco, C.A. (2006): Evaluation of the functional response of selected arthropod predators on bollworm eggs in the laboratory and effect of temperature on their predation efficiency;  Environmental Entomology 35; 379-386",Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Cheilomenes sexmaculata,invert,invertebrate,carnivore,predator,20,Aphis craccivora,0.48,0.000000107962811474269,655.000324880161,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Coccinella transversalis,invert,invertebrate,carnivore,predator,30,Aphis craccivora,0.48,0.000000106944582135422,643.749195313506,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Propylea dissecta,invert,invertebrate,carnivore,predator,10,Aphis craccivora,0.48,0.0000000957406775945637,1324.99750900468,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Cheilomenes sexmaculata,invert,invertebrate,carnivore,predator,20,Myzus persicae,0.55,0.0000000916666382499872,676.364150400391,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Coccinella transversalis,invert,invertebrate,carnivore,predator,30,Myzus persicae,0.55,0.0000000957409736780806,884.72556697638,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pervez.2005.JInsectSci,lab,terrestrial,2D,0.0088,86400,27,Propylea dissecta,invert,invertebrate,carnivore,predator,10,Myzus persicae,0.55,0.00000007129630770368,1570.90557208061,Y,43200,Pervez A. & Omkar (2005): Functional responses of coccinellid predators: An illustration of a logistic approach,Rall.2012.Phil.Trans.R.Soc.B
Pilditch.1994.MarEcolProgSer,lab,marine,3D,0.06,18000,11,Nyctiphanes australis,invert,invertebrate,herbivore,filtrator,15.2,Chaetoceros gracilis,0.000000267706,0.000000000544801863427291,252702.010434424,N,0,"Pilditch, C.A. & McClatchie, S. (1994): Quantative analysis of carnivory in the krill Nyctiphanes australis, with an examination of the effect of non-preferred phytoplankton alternative prey; Marine Ecology Progress Series 107; 41-53",Rall.2012.Phil.Trans.R.Soc.B
Rezac.2010.BioControl,lab,terrestrial,2D,0.000962,57600,20,Philodromus cespitum,invert,invertebrate,carnivore,predator,159.644,Drosophila melanogaster,1.1171,0.000000316667183466539,5478.46074158234,Y,2041200,"Rezac, M., Pekar, S. & Stara, J. (2010): The negative effect of some selective insecticides on the functional response of a potential biological control agent, the spider Philodromus cespitum; BioControl 55; 503-510",Rall.2012.Phil.Trans.R.Soc.B
Salt.1974.Ecology,lab,freshwater,3D,0.0000001,25200,23,Didinium nasatum,invert,invertebrate,carnivore,predator,0.00029852,Paramecium aurelia (syngen 4),0.000029648,0.00000000000136110887500201,56995317.5136686,N,0,"Salt, G.W. (1974): Predator and prey densities as controls of the rate of capture by the predator Didinium nasutum; Ecology 55; 434-439",Rall.2012.Phil.Trans.R.Soc.B
Seko.2008.ApplEntomolZool,lab,terrestrial,2D,0.006361725,86400,25,Harmonia axyridis,invert,invertebrate,carnivore,predator,7.40176,Myzus persicae,0.55,0.0000000698461217599864,1696.58739927573,Y,75600,"Seko, T. & Miura, K. (2008): Functional response of the lady beetle Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) on the aphid Myzus persicae (Sulzer) (Homoptera: Aphididae); Applied Entomology & Zoology 43; 341-345",Rall.2012.Phil.Trans.R.Soc.B
Seko.2008.ApplEntomolZool,lab,terrestrial,2D,0.006361725,86400,25,Harmonia axyridis,invert,invertebrate,carnivore,predator,7.40176,Myzus persicae,0.55,0.0000000357037187758082,3047.56239198296,Y,75600,"Seko, T. & Miura, K. (2008): Functional response of the lady beetle Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) on the aphid Myzus persicae (Sulzer) (Homoptera: Aphididae); Applied Entomology & Zoology 43; 341-345",Rall.2012.Phil.Trans.R.Soc.B
Seko.2008.ApplEntomolZool,lab,terrestrial,2D,0.006361725,86400,25,Harmonia axyridis,invert,invertebrate,carnivore,predator,16.7122,Myzus persicae,0.55,0.000000143469943289225,958.254137621584,Y,75600,"Seko, T. & Miura, K. (2008): Functional response of the lady beetle Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) on the aphid Myzus persicae (Sulzer) (Homoptera: Aphididae); Applied Entomology & Zoology 43; 341-345",Rall.2012.Phil.Trans.R.Soc.B
Seko.2008.ApplEntomolZool,lab,terrestrial,2D,0.006361725,86400,25,Harmonia axyridis,invert,invertebrate,carnivore,predator,16.7122,Myzus persicae,0.55,0.000000187744812221448,1021.08906296188,Y,75600,"Seko, T. & Miura, K. (2008): Functional response of the lady beetle Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) on the aphid Myzus persicae (Sulzer) (Homoptera: Aphididae); Applied Entomology & Zoology 43; 341-345",Rall.2012.Phil.Trans.R.Soc.B
Seko.2008.ApplEntomolZool,lab,terrestrial,2D,0.006361725,86400,25,Harmonia axyridis,invert,invertebrate,carnivore,predator,39.5522,Myzus persicae,0.55,0.000000227475992412571,832.580888355482,Y,75600,"Seko, T. & Miura, K. (2008): Functional response of the lady beetle Harmonia axyridis (Pallas) (Coleoptera: Coccinellidae) on the aphid Myzus persicae (Sulzer) (Homoptera: Aphididae); Applied Entomology & Zoology 43; 341-345",Rall.2012.Phil.Trans.R.Soc.B
Sell.2001.LimnolOceanogr,lab,marine,3D,0.00175,86400,6,Centropages typicus,invert,invertebrate,carnivore,filtrator,0.0824993,Calanus finmarchicus,0.000462,0.00000000145833514143487,4600517.68153305,N,0,"Sell, A.F., van Keuren, D & Madin, L.P. (2001): Predation by omnivorous copepods on early developmental stages of Calanus finmarchicus and Pseudocalanus spp.; Limnology & Oceanography 46; 953-959",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,13.9,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.00000255369741768347,31104.0104111344,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,17.6,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.00000519491522456825,12253.0549929361,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,21.7,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.00000668890044731093,11310.5474813956,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,25.8,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.0000117898038622879,8325.80888355482,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,29.4,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.0000126907447863465,5341.09002033353,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Sentis.2011.Oecologia,lab,terrestrial,2D,0.28,86400,32.8,Coleomegilla maculata,invert,invertebrate,carnivore,predator,4.71,Myzus persicae,0.55,0.00000832546181085155,4869.82115825287,Y,75600,"Sentis, A., Hemptinne, J.-L., Brodeur, J. (2011): Using functional response modelling to investigate the effect of temperature on predator feeding rate and energetic efficiency. Oecologia (in press)",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,10,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0812754,0.00000000204902658140511,213559.124996533,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,20,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0250945,0.00000000551827800865454,41279.6686218065,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0250945,0.00000000345203158440885,93583.7614544567,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.122189,0.00000000279433080540299,214189.250640925,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,28.2214,Daphnia pulex,0.0250945,0.0000000019951332394971,158832.035488579,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0812754,0.00000000347754564895542,97002.8850217812,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,20,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0812754,0.00000000720190779014308,97002.8850217812,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,28.2214,Daphnia pulex,0.0489795,0.00000000464844683053334,249789.931522881,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0812754,0.00000000314598169637697,196553.967330525,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.171891,0.00000000173939350843283,216211.283550957,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,10,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0250945,0.00000000273778150093582,54924.192916844,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,28.2214,Daphnia pulex,0.0812754,0.00000000273039233958764,494043.058100686,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0489795,0.000000010114828937242,176528.05232704,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Spitze.1985.Ecology,lab,freshwater,3D,0.0002,86400,15,Chaoborus americanus,invert,invertebrate,carnivore,predator,81.6465,Daphnia pulex,0.0250945,0.00000000538370330856055,179475.793506024,N,0,"Spitze, K. (1985): Functional response of an ambush predator: Chaoborus americanus predation on Daphnia pulex; Ecology 66: 938-949",Rall.2012.Phil.Trans.R.Soc.B
Taylor.2003.MarEcolProgSer,lab,marine,2D,0.223122975,86400,16,Crangon septemspinosa,invert,invertebrate,carnivore,predator,4407.91,Pseudopleuronectes americanus,335.266,0.000216667082667732,8.59019955259758,Y,86400,"Taylor, D.L. & Collie, J.S. (2003): Effect of temperature on the functional response and foraging behavior of the sand shrimp Crangon septemspinosa preying on juvenile winter flounder Pseudopleuronectes americanus; Marine Ecology Progress Series 263; 217-234",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,150.371,Daphnia magna,0.383276,0.00000000156423488737026,38547.7033279483,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,88.4079,Daphnia magna,0.0862286,0.00000000154079683056967,48095.320387426,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,12.5965,Daphnia magna,0.0489795,0.000000000789930599989148,264600.474957892,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,88.4079,Daphnia magna,0.383276,0.000000000704860420276591,66951.3106441343,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,24.9285,Daphnia magna,0.0862286,0.00000000071267221562824,122242.452200748,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,88.4079,Daphnia magna,0.122189,0.000000000743056408881541,41011.8753085112,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,50.3738,Daphnia magna,0.0862286,0.00000000168749394019142,95189.1154955912,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,24.9285,Daphnia magna,0.230525,0.000000000185764284767334,88451.9878232827,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,50.3738,Daphnia magna,0.0489795,0.00000000149478977987086,97020.0484132545,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
Thompson.1975.JAnimEcol,lab,freshwater,3D,0.000075,86400,8,Ischnura elegans,invert,invertebrate,carnivore,predator,150.371,Daphnia magna,0.0862286,0.00000000180381988412551,25049.6914851918,Y,172800,"Thompson, D.J. (1975): Towards a predator-prey model incorporating age structure: the effects of predator and prey size on the predation of Dahnia magna by Ischnura elegans; Journal of Animal Ecology 44; 907-916",Rall.2012.Phil.Trans.R.Soc.B
